,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
41644,Sri Lanka,Bangladesh,Chittagong,115,41,6,8.734177215189874,37.0,168
50290,Australia,Sri Lanka,Pallekele,74,83,9,12.0,70.0,263
44316,Sri Lanka,Pakistan,Colombo,163,5,4,8.504347826086956,53.0,172
33657,Sri Lanka,Pakistan,Colombo,81,47,9,6.657534246575342,41.0,139
47673,Sri Lanka,West Indies,Bangalore,73,37,5,5.27710843373494,24.0,122
27360,Pakistan,England,Dubai,48,61,6,4.88135593220339,28.0,129
22971,Australia,Pakistan,Dubai,104,16,2,6.0,19.0,108
19401,South Africa,Australia,Centurion,150,1,5,7.563025210084033,48.0,156
47754,Bangladesh,Australia,Bangalore,37,81,8,5.6923076923076925,32.0,156
44999,Australia,India,Sydney,79,61,7,8.033898305084746,33.0,197
43166,South Africa,Australia,Sydney,106,39,8,7.851851851851852,31.0,145
41467,Pakistan,South Africa,Cape Town,25,90,9,5.0,25.0,176
2774,Bangladesh,Sri Lanka,Colombo,57,86,8,10.058823529411764,48.0,155
43529,South Africa,Bangladesh,Mirpur,84,46,7,6.8108108108108105,34.0,148
12731,Sri Lanka,Pakistan,Lahore,65,65,6,7.090909090909091,37.0,147
14249,South Africa,New Zealand,Johannesburg,95,49,8,8.028169014084508,29.0,133
42,Australia,Sri Lanka,Melbourne,53,78,10,7.571428571428571,39.0,168
21688,Pakistan,South Africa,Nottingham,68,60,8,6.8,25.0,149
11428,India,New Zealand,Mount Maunganui,117,30,8,7.8,33.0,163
39745,West Indies,Bangladesh,Mirpur,57,66,10,6.333333333333333,26.0,171
4581,India,New Zealand,Delhi,125,36,10,8.928571428571429,51.0,202
45306,England,Pakistan,Dubai,158,5,2,8.243478260869566,46.0,172
9431,Sri Lanka,Australia,Melbourne,125,10,5,6.818181818181818,34.0,142
23752,Afghanistan,India,St Lucia,29,86,7,5.117647058823529,26.0,115
39988,Australia,West Indies,Mirpur,57,73,7,7.276595744680851,29.0,178
12244,Pakistan,England,Manchester,99,54,9,9.0,48.0,195
23161,Pakistan,Sri Lanka,Colombo,61,71,7,7.469387755102041,29.0,172
30561,West Indies,England,London,49,52,7,4.323529411764706,23.0,113
8077,New Zealand,India,Auckland,153,4,4,7.913793103448276,34.0,158
932,India,England,Nagpur,81,51,7,7.043478260869565,29.0,144
6551,South Africa,Pakistan,Cape Town,157,27,8,10.129032258064516,64.0,192
25286,West Indies,India,Barbados,96,41,9,7.291139240506329,49.0,169
16138,Bangladesh,South Africa,Cape Town,131,16,2,7.5576923076923075,27.0,144
5644,Bangladesh,India,Colombo,51,79,8,7.463414634146342,41.0,139
48136,India,Bangladesh,Bangalore,52,68,8,6.0,33.0,146
23816,Afghanistan,India,St Lucia,95,23,7,5.876288659793815,40.0,115
31965,India,England,Colombo,143,12,7,7.944444444444445,46.0,170
47806,Bangladesh,Australia,Bangalore,105,29,6,6.923076923076923,40.0,156
22907,Australia,Pakistan,Dubai,59,79,9,8.634146341463415,45.0,108
25255,West Indies,India,Barbados,46,71,10,5.63265306122449,31.0,169
20949,South Africa,West Indies,London,75,68,9,8.653846153846153,44.0,183
8538,Pakistan,Australia,Dubai,90,42,9,6.923076923076923,31.0,147
39923,Sri Lanka,England,Chittagong,158,15,7,9.028571428571428,53.0,189
27500,England,Pakistan,Dubai,86,42,9,6.615384615384615,42.0,148
43026,South Africa,Australia,Melbourne,51,58,7,4.935483870967742,22.0,101
10577,New Zealand,England,Christchurch,51,75,8,6.8,45.0,153
17711,New Zealand,Pakistan,Cape Town,60,67,9,6.7924528301886795,30.0,143
45013,Australia,India,Sydney,103,48,7,8.583333333333334,36.0,197
15574,West Indies,Bangladesh,Johannesburg,33,85,9,5.6571428571428575,28.0,164
5583,India,Sri Lanka,Colombo,144,19,7,8.554455445544555,45.0,174
27159,Sri Lanka,India,Nagpur,193,8,7,10.339285714285714,63.0,215
50244,Bangladesh,India,Mirpur,112,36,5,8.0,48.0,120
7765,Bangladesh,West Indies,Lauderhill,97,60,7,9.7,31.0,184
5735,Bangladesh,India,Colombo,139,0,2,6.892561983471074,30.0,139
45535,England,Pakistan,Manchester,110,23,4,6.804123711340206,25.0,135
34595,South Africa,India,Johannesburg,138,34,9,9.627906976744185,58.0,219
1603,Pakistan,West Indies,Dubai,147,9,7,7.945945945945946,48.0,160
4890,Pakistan,Sri Lanka,Lahore,48,83,10,7.783783783783784,39.0,180
37791,England,West Indies,Barbados,139,6,4,7.315789473684211,23.0,165
6788,Pakistan,South Africa,Centurion,101,40,5,7.575,31.0,168
8676,Pakistan,Australia,Dubai,115,29,8,7.582417582417582,40.0,150
32542,India,Australia,Colombo,75,51,5,6.521739130434782,19.0,140
23195,Pakistan,Sri Lanka,Colombo,119,37,7,8.602409638554217,55.0,172
38250,Sri Lanka,Pakistan,Dubai,51,87,10,9.272727272727273,40.0,211
25642,New Zealand,England,St Lucia,68,54,7,6.181818181818182,29.0,149
21859,Sri Lanka,West Indies,London,132,11,6,7.26605504587156,50.0,158
1524,Pakistan,West Indies,Dubai,40,83,9,6.486486486486487,38.0,160
1073,India,England,Bangalore,124,36,7,8.857142857142858,54.0,202
23939,Pakistan,Bangladesh,St Lucia,145,22,9,8.877551020408163,52.0,172
47697,Sri Lanka,West Indies,Bangalore,100,15,4,5.714285714285714,34.0,122
7928,Pakistan,England,Cardiff,134,27,7,8.64516129032258,46.0,173
6830,Pakistan,South Africa,Centurion,161,2,1,8.186440677966102,39.0,168
13114,Australia,India,Sydney,91,61,8,9.254237288135593,40.0,194
13676,Pakistan,New Zealand,Auckland,148,5,2,7.721739130434782,57.0,153
45101,England,Pakistan,Dubai,40,84,7,6.666666666666667,34.0,160
17619,India,South Africa,Durban,94,34,6,6.558139534883721,45.0,153
10702,New Zealand,England,Wellington,70,72,8,8.75,46.0,176
20074,England,Pakistan,London,84,70,8,10.08,52.0,185
47993,England,Afghanistan,Delhi,42,86,7,7.411764705882353,41.0,142
43763,New Zealand,South Africa,Durban,91,58,9,8.806451612903226,45.0,151
12077,England,Australia,Southampton,144,1,4,7.260504201680672,38.0,145
31327,India,Afghanistan,Colombo,112,28,7,7.304347826086956,43.0,159
18079,India,Australia,Melbourne,39,69,5,4.588235294117647,19.0,74
38555,West Indies,New Zealand,Wellington,101,31,6,6.808988764044944,35.0,159
4551,India,New Zealand,Delhi,74,64,10,7.928571428571429,38.0,202
35900,New Zealand,England,Wellington,20,90,9,4.0,20.0,139
37162,South Africa,Sri Lanka,Colombo,84,21,6,5.090909090909091,31.0,115
49901,Sri Lanka,India,Mirpur,109,15,3,6.228571428571429,36.0,138
23176,Pakistan,Sri Lanka,Colombo,85,56,7,7.96875,36.0,172
13490,New Zealand,West Indies,Mount Maunganui,121,45,8,9.68,59.0,238
16945,Sri Lanka,Bangladesh,Johannesburg,47,77,8,6.558139534883721,33.0,147
3558,Afghanistan,West Indies,St Kitts,123,11,5,6.770642201834862,40.0,146
34375,West Indies,Australia,St Lucia,144,8,5,7.714285714285714,56.0,150
961,India,England,Nagpur,116,22,7,7.1020408163265305,37.0,144
6140,Sri Lanka,Bangladesh,Colombo,31,87,7,5.636363636363637,30.0,159
11783,England,Australia,Southampton,92,48,6,7.666666666666667,30.0,162
26978,Pakistan,New Zealand,Dubai,71,64,8,7.607142857142857,31.0,153
6321,Bangladesh,India,Colombo,105,33,5,7.241379310344827,38.0,166
15439,West Indies,South Africa,Johannesburg,48,89,10,9.290322580645162,44.0,205
13539,New Zealand,West Indies,Mount Maunganui,237,2,8,12.05084745762712,71.0,238
10605,New Zealand,England,Christchurch,85,47,7,6.986301369863014,34.0,153
26729,Pakistan,England,Cardiff,56,67,7,6.339622641509434,26.0,126
15031,Sri Lanka,New Zealand,Auckland,115,11,1,6.330275229357798,46.0,115
17856,India,Australia,Durban,90,44,8,7.105263157894737,50.0,188
45259,England,Pakistan,Dubai,82,49,7,6.929577464788732,34.0,172
39740,West Indies,Bangladesh,Mirpur,54,71,10,6.612244897959184,29.0,171
14156,England,Australia,Southampton,139,19,5,8.257425742574258,35.0,179
13607,Pakistan,New Zealand,Auckland,39,72,6,4.875,23.0,153
45498,England,Pakistan,Manchester,78,59,7,7.672131147540983,34.0,135
30919,England,Pakistan,Dubai,79,62,7,8.172413793103448,44.0,150
35849,New Zealand,England,Hamilton,144,20,6,8.64,39.0,192
35915,New Zealand,England,Wellington,43,75,9,5.733333333333333,32.0,139
25974,Sri Lanka,England,St Lucia,30,90,7,6.0,26.0,128
8813,Pakistan,New Zealand,Abu Dhabi,121,14,5,6.849056603773585,37.0,148
39892,Sri Lanka,England,Chittagong,104,41,9,7.89873417721519,46.0,189
12837,Bangladesh,Pakistan,Lahore,35,85,10,6.0,33.0,141
6704,South Africa,Pakistan,Johannesburg,178,1,7,8.974789915966387,54.0,188
4337,England,India,Manchester,112,30,5,7.466666666666667,31.0,159
36648,New Zealand,Sri Lanka,Pallekele,20,76,6,2.727272727272727,14.0,74
14759,Australia,England,Sydney,155,34,5,10.813953488372093,49.0,221
9498,Pakistan,Australia,Sydney,63,63,8,6.631578947368421,32.0,107
4324,England,India,Manchester,105,42,8,8.076923076923077,39.0,159
49120,New Zealand,England,Delhi,78,68,9,9.0,47.0,153
13498,New Zealand,West Indies,Mount Maunganui,144,38,8,10.536585365853659,74.0,238
549,South Africa,New Zealand,Auckland,80,68,9,9.23076923076923,61.0,185
9866,Australia,South Africa,Johannesburg,119,43,6,9.272727272727273,35.0,196
773,England,South Africa,Cardiff,41,86,9,7.235294117647059,39.0,181
8570,Pakistan,Australia,Dubai,129,11,6,7.10091743119266,37.0,147
5730,Bangladesh,India,Colombo,135,4,2,6.982758620689655,32.0,139
231,Australia,Sri Lanka,Adelaide,167,17,8,9.728155339805825,59.0,187
35667,England,New Zealand,Auckland,70,79,9,10.24390243902439,51.0,214
35965,New Zealand,England,Wellington,102,25,5,6.442105263157894,32.0,139
37921,South Africa,Australia,Centurion,76,43,5,5.922077922077922,30.0,128
3435,West Indies,Afghanistan,St Kitts,97,41,8,7.367088607594937,26.0,112
3543,Afghanistan,West Indies,St Kitts,104,25,6,6.568421052631579,41.0,146
38648,Sri Lanka,England,London,78,62,7,8.068965517241379,47.0,183
46127,New Zealand,Pakistan,Wellington,110,46,6,8.91891891891892,47.0,196
5551,India,Sri Lanka,Colombo,99,51,8,8.608695652173912,53.0,174
31901,India,England,Colombo,60,76,9,8.181818181818182,36.0,170
40107,Bangladesh,India,Mirpur,29,81,7,4.461538461538462,14.0,138
13799,Pakistan,New Zealand,Hamilton,153,2,4,7.779661016949152,52.0,163
47202,Afghanistan,Sri Lanka,Kolkata,94,31,6,6.337078651685394,47.0,153
24073,India,South Africa,St Lucia,155,13,7,8.69158878504673,59.0,186
10896,New Zealand,India,Auckland,82,69,9,9.647058823529411,38.0,203
5980,Sri Lanka,India,Colombo,150,10,3,8.181818181818182,31.0,152
11934,Australia,England,Southampton,117,18,5,6.882352941176471,38.0,157
2070,New Zealand,England,Wellington,121,39,9,8.962962962962964,51.0,196
44060,Pakistan,Bangladesh,Mirpur,128,11,6,7.045871559633028,42.0,141
15264,West Indies,England,London,187,18,6,11.0,65.0,208
45672,New Zealand,Sri Lanka,Mount Maunganui,167,7,6,8.867256637168142,51.0,182
12418,Pakistan,England,Manchester,177,8,6,9.482142857142858,47.0,190
34700,West Indies,New Zealand,Lauderhill,78,55,9,7.2,34.0,209
42768,New Zealand,Pakistan,Dubai,55,66,8,6.111111111111111,31.0,144
7252,Australia,India,Melbourne,41,79,6,6.0,31.0,132
42135,Pakistan,Australia,Dubai,55,49,4,4.647887323943662,22.0,96
35836,New Zealand,England,Hamilton,125,32,7,8.522727272727273,41.0,192
16629,Pakistan,Sri Lanka,Johannesburg,143,26,6,9.127659574468085,62.0,189
43693,South Africa,Bangladesh,Mirpur,144,8,6,7.714285714285714,28.0,169
20614,England,South Africa,Nottingham,92,26,3,5.872340425531915,37.0,111
11133,India,New Zealand,Hamilton,79,75,10,10.533333333333333,59.0,179
8923,New Zealand,Pakistan,Dubai,106,28,6,6.913043478260869,38.0,153
35376,Australia,England,Southampton,228,12,6,12.666666666666666,83.0,248
49743,Bangladesh,Sri Lanka,Mirpur,77,46,7,6.243243243243243,31.0,147
4768,Sri Lanka,Pakistan,Abu Dhabi,43,81,10,6.615384615384615,38.0,124
2150,New Zealand,Australia,Auckland,66,85,10,11.314285714285715,58.0,243
42747,New Zealand,Pakistan,Dubai,37,87,10,6.7272727272727275,36.0,144
578,South Africa,New Zealand,Auckland,123,39,8,9.11111111111111,44.0,185
22072,India,New Zealand,Wellington,93,43,6,7.246753246753247,35.0,149
895,India,England,Nagpur,40,86,9,7.0588235294117645,37.0,144
44239,Sri Lanka,Pakistan,Colombo,52,80,8,7.8,34.0,172
46588,South Africa,Sri Lanka,Johannesburg,94,27,3,6.064516129032258,25.0,113
49143,New Zealand,England,Delhi,100,46,8,8.108108108108109,37.0,153
41865,South Africa,West Indies,Cape Town,68,64,8,7.285714285714286,38.0,165
14456,West Indies,New Zealand,Auckland,21,89,9,4.064516129032258,21.0,126
46787,New Zealand,India,Nagpur,48,68,7,5.538461538461538,30.0,126
33395,Pakistan,Australia,Colombo,53,65,8,5.781818181818182,32.0,149
18015,India,Pakistan,Johannesburg,134,11,5,7.376146788990826,31.0,157
47181,Afghanistan,Sri Lanka,Kolkata,53,51,6,4.608695652173913,12.0,153
37046,Sri Lanka,Bangladesh,Pallekele,165,15,6,9.428571428571429,57.0,198
23434,New Zealand,Sri Lanka,Colombo,109,44,9,8.605263157894736,47.0,170
14473,West Indies,New Zealand,Auckland,33,73,8,4.212765957446808,20.0,126
9996,Australia,South Africa,Cape Town,124,43,8,9.662337662337663,32.0,193
21614,South Africa,India,Nottingham,113,12,6,6.277777777777778,33.0,130
40480,India,Australia,Mirpur,44,85,9,7.542857142857143,37.0,159
47675,Sri Lanka,West Indies,Bangalore,73,35,5,5.152941176470589,23.0,122
36426,Australia,Sri Lanka,Sydney,70,48,7,5.833333333333333,35.0,137
10624,New Zealand,England,Christchurch,107,28,6,6.978260869565218,34.0,153
20827,India,West Indies,London,50,68,7,5.769230769230769,23.0,153
45889,Pakistan,New Zealand,Auckland,104,36,7,7.428571428571429,41.0,171
9486,Pakistan,Australia,Sydney,48,75,8,6.4,36.0,107
23462,New Zealand,Sri Lanka,Colombo,151,16,7,8.711538461538462,43.0,170
4278,England,India,Manchester,53,88,9,9.9375,51.0,159
44185,Pakistan,Sri Lanka,Colombo,152,13,7,8.523364485981308,56.0,175
35495,New Zealand,South Africa,Durban,84,15,1,4.8,22.0,86
11677,India,West Indies,Lauderhill,123,33,8,8.482758620689655,47.0,167
5923,Sri Lanka,India,Colombo,87,64,8,9.321428571428571,42.0,152
819,England,South Africa,Cardiff,123,42,8,9.461538461538462,57.0,181
28857,Pakistan,South Africa,Abu Dhabi,92,28,3,6.0,14.0,119
5157,India,South Africa,Centurion,61,68,7,7.038461538461538,25.0,188
32592,India,Australia,Colombo,137,3,3,7.0256410256410255,36.0,140
2463,New Zealand,Australia,Auckland,118,27,2,7.612903225806452,25.0,150
37838,South Africa,Australia,Durban,68,80,9,10.2,62.0,80
17883,India,Australia,Durban,148,18,7,8.705882352941176,60.0,188
19448,Australia,South Africa,Melbourne,77,75,9,10.266666666666667,50.0,182
1673,West Indies,Pakistan,Abu Dhabi,44,59,6,4.327868852459017,23.0,103
30406,West Indies,England,London,51,85,10,8.742857142857142,47.0,125
11153,India,New Zealand,Hamilton,96,55,8,8.861538461538462,33.0,179
18871,England,New Zealand,Christchurch,193,0,3,9.65,65.0,193
34203,Pakistan,Bangladesh,Mirpur,73,55,8,6.7384615384615385,22.0,135
37933,South Africa,Australia,Centurion,82,31,4,5.52808988764045,23.0,128
21906,Sri Lanka,Pakistan,London,33,85,6,5.6571428571428575,33.0,138
9650,England,South Africa,Durban,194,3,3,9.948717948717949,71.0,204
48288,Australia,Pakistan,Chandigarh,119,39,7,8.814814814814815,50.0,193
3817,New Zealand,West Indies,Mount Maunganui,127,55,10,11.723076923076922,63.0,243
47872,New Zealand,Pakistan,Chandigarh,51,86,10,9.0,50.0,180
31061,England,Pakistan,Abu Dhabi,75,42,6,5.769230769230769,23.0,129
9977,Australia,South Africa,Cape Town,112,62,10,11.586206896551724,43.0,193
49222,India,West Indies,Mumbai,35,89,10,6.774193548387097,35.0,192
30335,India,England,Kolkata,84,34,4,5.8604651162790695,21.0,120
8865,New Zealand,Pakistan,Dubai,50,85,9,8.571428571428571,37.0,153
28718,India,England,Manchester,115,40,6,8.625,48.0,165
23657,Australia,Pakistan,Melbourne,69,66,7,7.666666666666667,38.0,127
1934,England,Australia,Melbourne,71,49,6,6.0,22.0,137
28207,India,South Africa,Durban,85,57,8,8.095238095238095,31.0,168
19728,England,West Indies,Trinidad,96,42,5,7.384615384615385,33.0,121
22563,Sri Lanka,India,Colombo,89,48,8,7.416666666666667,26.0,171
32751,West Indies,Sri Lanka,Pallekele,16,89,8,3.096774193548387,16.0,129
19367,South Africa,Australia,Centurion,95,33,7,6.551724137931035,26.0,156
2915,Bangladesh,Sri Lanka,Colombo,79,72,8,9.875,48.0,176
23640,Australia,Pakistan,Melbourne,51,83,9,8.27027027027027,44.0,127
19932,India,Bangladesh,Nottingham,55,83,10,8.91891891891892,40.0,180
39721,West Indies,Bangladesh,Mirpur,34,90,10,6.8,29.0,171
37021,Sri Lanka,Bangladesh,Pallekele,113,36,6,8.071428571428571,32.0,198
19349,South Africa,Australia,Centurion,79,51,7,6.869565217391305,41.0,156
29480,Sri Lanka,Australia,Pallekele,116,32,7,7.909090909090909,44.0,198
17776,New Zealand,Pakistan,Cape Town,136,4,2,7.0344827586206895,40.0,143
36718,West Indies,Bangladesh,Mirpur,34,90,8,6.8,34.0,197
14542,West Indies,New Zealand,Auckland,122,4,4,6.310344827586207,42.0,126
11018,New Zealand,India,Auckland,68,68,8,7.846153846153846,40.0,132
20830,India,West Indies,London,51,65,7,5.5636363636363635,22.0,153
24147,Australia,Pakistan,St Lucia,87,59,8,8.557377049180328,38.0,191
24621,South Africa,New Zealand,Barbados,49,82,9,7.7368421052631575,37.0,170
5543,India,Sri Lanka,Colombo,82,59,8,8.065573770491802,46.0,174
9725,South Africa,England,Centurion,115,49,7,9.71830985915493,38.0,222
4825,Sri Lanka,Pakistan,Abu Dhabi,104,26,9,6.638297872340425,36.0,124
1978,England,Australia,Melbourne,126,8,5,6.75,42.0,137
23179,Pakistan,Sri Lanka,Colombo,91,53,7,8.149253731343284,37.0,172
15076,South Africa,India,Johannesburg,34,79,8,4.975609756097561,19.0,126
28481,New Zealand,Pakistan,Hamilton,106,33,7,7.310344827586207,29.0,185
11773,England,Australia,Southampton,80,58,7,7.741935483870968,28.0,162
33574,India,South Africa,Colombo,139,9,5,7.513513513513513,42.0,152
14584,South Africa,Australia,Johannesburg,48,85,9,8.228571428571428,38.0,201
14247,South Africa,New Zealand,Johannesburg,93,51,8,8.08695652173913,34.0,133
32883,South Africa,Australia,Colombo,41,78,7,5.857142857142857,33.0,146
22437,India,New Zealand,Christchurch,89,52,4,7.852941176470588,31.0,162
43554,South Africa,Bangladesh,Mirpur,111,23,6,6.865979381443299,30.0,148
15207,West Indies,England,London,83,71,9,10.16326530612245,49.0,208
50150,Sri Lanka,Pakistan,Mirpur,138,7,6,7.327433628318584,32.0,150
21548,South Africa,India,Nottingham,53,78,9,7.571428571428571,36.0,130
37624,England,West Indies,Barbados,75,50,7,6.428571428571429,42.0,152
42950,Australia,South Africa,Adelaide,127,13,5,7.121495327102804,34.0,144
31434,New Zealand,Bangladesh,Pallekele,98,47,9,8.054794520547945,52.0,191
7774,Bangladesh,West Indies,Lauderhill,102,52,6,9.0,28.0,184
24998,New Zealand,Pakistan,Barbados,46,77,8,6.4186046511627906,25.0,133
3518,Afghanistan,West Indies,St Kitts,65,50,7,5.571428571428571,15.0,146
3854,New Zealand,West Indies,Mount Maunganui,203,19,8,12.05940594059406,66.0,243
23281,New Zealand,Sri Lanka,Colombo,47,73,8,6.0,28.0,141
47021,Pakistan,Bangladesh,Kolkata,50,85,9,8.571428571428571,44.0,201
32893,South Africa,Australia,Colombo,54,69,7,6.352941176470588,36.0,146
15281,West Indies,England,London,207,2,2,10.525423728813559,58.0,208
32422,South Africa,Pakistan,Colombo,59,50,7,5.057142857142857,30.0,133
3219,West Indies,Pakistan,Trinidad,108,12,3,6.0,35.0,124
3052,Pakistan,West Indies,Trinidad,80,56,8,7.5,39.0,137
45556,England,Pakistan,Manchester,132,3,3,6.769230769230769,28.0,135
25184,England,South Africa,Barbados,139,20,5,8.34,39.0,168
46487,South Africa,Sri Lanka,Centurion,112,65,6,12.218181818181819,58.0,126
10090,South Africa,India,Chandigarh,55,73,9,7.0212765957446805,31.0,149
29621,Sri Lanka,Australia,Pallekele,137,15,3,7.828571428571428,27.0,157
22613,Sri Lanka,India,Colombo,171,2,6,8.694915254237289,50.0,171
40749,Bangladesh,Australia,Mirpur,55,66,8,6.111111111111111,42.0,153
48367,South Africa,West Indies,Nagpur,39,83,7,6.324324324324325,35.0,122
43936,New Zealand,South Africa,Centurion,166,11,5,9.137614678899082,51.0,177
8071,New Zealand,India,Auckland,147,10,5,8.018181818181818,36.0,158
41064,Sri Lanka,West Indies,Mirpur,149,2,5,7.576271186440678,49.0,160
19564,Australia,New Zealand,Sydney,49,80,8,7.35,36.0,150
40490,India,Australia,Mirpur,51,75,8,6.8,28.0,159
23747,Afghanistan,India,St Lucia,28,90,8,5.6,28.0,115
2907,Bangladesh,Sri Lanka,Colombo,72,80,9,10.8,55.0,176
19387,South Africa,Australia,Centurion,133,14,5,7.528301886792453,50.0,156
36347,Australia,Pakistan,Dubai,159,7,4,8.442477876106194,26.0,168
17851,India,Australia,Durban,87,49,8,7.352112676056338,49.0,188
675,South Africa,England,Southampton,59,63,7,6.2105263157894735,27.0,142
33949,West Indies,Sri Lanka,Colombo,122,6,4,6.421052631578948,49.0,137
6565,South Africa,Pakistan,Cape Town,177,13,6,9.925233644859814,49.0,192
19838,Australia,West Indies,London,81,52,7,7.147058823529412,45.0,169
44276,Sri Lanka,Pakistan,Colombo,91,43,5,7.090909090909091,31.0,172
9722,South Africa,England,Centurion,113,52,7,9.970588235294118,38.0,222
32182,New Zealand,Sri Lanka,Pallekele,100,45,8,8.0,43.0,174
39522,West Indies,India,Mirpur,66,40,8,4.95,26.0,129
18833,England,New Zealand,Christchurch,120,37,6,8.674698795180722,43.0,193
37963,South Africa,Australia,Centurion,125,2,3,6.3559322033898304,43.0,128
25124,England,South Africa,Barbados,69,78,9,9.857142857142858,46.0,168
45921,Pakistan,New Zealand,Auckland,168,5,3,8.765217391304347,63.0,171
33497,India,South Africa,Colombo,36,85,7,6.171428571428572,27.0,152
36861,India,Pakistan,Bangalore,59,70,10,7.08,37.0,133
35804,New Zealand,England,Hamilton,83,64,9,8.892857142857142,48.0,192
13024,Bangladesh,Pakistan,Lahore,101,25,6,6.378947368421053,37.0,136
30185,South Africa,New Zealand,Auckland,77,63,7,8.105263157894736,38.0,165
12281,Pakistan,England,Manchester,162,20,7,9.72,52.0,195
15936,New Zealand,Sri Lanka,Johannesburg,25,90,9,5.0,25.0,164
28134,Pakistan,South Africa,Abu Dhabi,113,8,4,6.053571428571429,42.0,120
18004,India,Pakistan,Johannesburg,117,22,6,7.163265306122449,33.0,157
48928,Afghanistan,West Indies,Nagpur,97,16,4,5.596153846153846,40.0,123
6571,South Africa,Pakistan,Cape Town,183,7,5,9.716814159292035,45.0,192
16858,Australia,Pakistan,Johannesburg,100,44,6,7.894736842105263,23.0,164
17127,New Zealand,South Africa,Durban,131,23,5,8.103092783505154,43.0,153
29482,Sri Lanka,Australia,Pallekele,117,30,7,7.8,40.0,198
2839,Bangladesh,Sri Lanka,Colombo,127,23,5,7.855670103092783,43.0,155
33669,Sri Lanka,Pakistan,Colombo,93,36,8,6.642857142857143,39.0,139
30555,West Indies,England,London,44,58,7,4.258064516129032,20.0,113
24431,Australia,Bangladesh,Barbados,97,21,4,5.878787878787879,36.0,141
6190,Sri Lanka,Bangladesh,Colombo,87,40,5,6.525,45.0,159
23914,Pakistan,Bangladesh,St Lucia,104,47,10,8.547945205479452,49.0,172
38562,West Indies,New Zealand,Wellington,119,24,6,7.4375,47.0,159
8177,New Zealand,India,Hamilton,159,27,7,10.258064516129032,55.0,212
49522,India,Bangladesh,Mirpur,90,36,7,6.428571428571429,43.0,166
22734,England,South Africa,Johannesburg,181,6,4,9.526315789473685,41.0,202
44753,India,Australia,Adelaide,79,60,8,7.9,37.0,188
46545,South Africa,Sri Lanka,Johannesburg,57,69,6,6.705882352941177,41.0,113
32675,New Zealand,England,Pallekele,73,44,6,5.7631578947368425,27.0,148
13138,Australia,India,Sydney,126,37,7,9.108433734939759,46.0,194
13289,Australia,India,Sydney,163,13,8,9.14018691588785,49.0,186
28197,India,South Africa,Durban,74,67,8,8.377358490566039,46.0,168
699,South Africa,England,Southampton,79,39,7,5.851851851851852,24.0,142
10716,New Zealand,England,Wellington,96,58,6,9.290322580645162,50.0,176
39644,South Africa,New Zealand,Chittagong,80,45,7,6.4,33.0,170
26159,Pakistan,Australia,St Lucia,111,38,8,8.121951219512194,30.0,191
34330,West Indies,Australia,St Lucia,67,53,7,6.0,29.0,150
10357,India,Bangladesh,Nagpur,94,48,8,7.833333333333333,45.0,174
48186,India,Bangladesh,Bangalore,118,18,4,6.9411764705882355,39.0,146
31959,India,England,Colombo,132,18,7,7.764705882352941,41.0,170
39120,Pakistan,India,Mirpur,49,63,7,5.157894736842105,30.0,130
11149,India,New Zealand,Hamilton,93,59,9,9.147540983606557,50.0,179
32954,South Africa,Australia,Colombo,118,11,5,6.495412844036697,35.0,146
13219,Australia,India,Sydney,57,79,9,8.341463414634147,43.0,186
9997,Australia,South Africa,Cape Town,125,42,8,9.615384615384615,32.0,193
16958,Sri Lanka,Bangladesh,Johannesburg,58,65,8,6.327272727272727,25.0,147
7686,Bangladesh,West Indies,Lauderhill,146,18,6,8.588235294117647,64.0,171
40358,Pakistan,Bangladesh,Mirpur,52,81,9,8.0,41.0,190
40102,Bangladesh,India,Mirpur,27,86,7,4.764705882352941,18.0,138
34331,West Indies,Australia,St Lucia,69,52,7,6.088235294117647,31.0,150
43124,South Africa,Australia,Sydney,56,81,10,8.615384615384615,47.0,145
47461,Pakistan,India,Kolkata,112,17,5,6.524271844660194,47.0,118
28919,West Indies,Pakistan,St Lucia,39,86,9,6.882352941176471,37.0,150
25520,Pakistan,South Africa,St Lucia,69,54,6,6.2727272727272725,48.0,148
18082,India,Australia,Melbourne,39,66,5,4.333333333333333,19.0,74
4971,Pakistan,Sri Lanka,Lahore,166,3,8,8.512820512820513,60.0,180
10353,India,Bangladesh,Nagpur,89,52,8,7.852941176470588,47.0,174
38376,New Zealand,West Indies,Auckland,49,88,9,9.1875,47.0,189
25358,Australia,Sri Lanka,Barbados,30,92,6,6.428571428571429,30.0,168
50430,Sri Lanka,Australia,Colombo,59,65,6,6.4363636363636365,28.0,128
1357,West Indies,India,Lauderhill,136,6,1,7.157894736842105,33.0,143
8785,Pakistan,New Zealand,Abu Dhabi,89,41,7,6.7594936708860756,42.0,148
43422,England,South Africa,Johannesburg,132,31,7,8.898876404494382,59.0,171
36297,Australia,Pakistan,Dubai,111,57,10,10.571428571428571,69.0,168
38536,West Indies,New Zealand,Wellington,73,50,6,6.257142857142857,24.0,159
5704,Bangladesh,India,Colombo,108,27,5,6.967741935483871,35.0,139
44680,South Africa,Australia,Cape Town,154,9,7,8.324324324324325,41.0,178
35302,Australia,England,Southampton,52,85,9,8.914285714285715,42.0,248
23416,New Zealand,Sri Lanka,Colombo,81,62,10,8.379310344827585,39.0,170
